d,sgm,Cohens_d
0.845238095238095,0.0399131636722833,1.43715455681998
0.789402173913043,0.0576182370641974,1.13752076020942
0.913967611336032,0.0344183056856127,1.93124900164911
0.930989583333333,0.0353600865017027,2.09756394047678
0.869834710743802,0.0567120937246963,1.59185311143387
0.814165042235218,0.0477881087482164,1.26338730080915
0.831521739130435,0.0499816548629095,1.3579223684442
0.848370927318296,0.049622514763906,1.45589261816135
0.861363636363636,0.0474755185454893,1.53649542598955
0.896875,0.0433181144643558,1.7874872492607
0.86698717948718,0.0655111065253887,1.57297559809688
0.91897233201581,0.0429945261884746,1.97734247789089
0.938541666666667,0.0242453217991245,2.18163103428286
0.950367647058823,0.0222182924697336,2.33123039499961
